vert1_id,message_text,IEx,IEl,IPA,IML,IQER,GEx,GPA,GML,GQER,GEl,week,is_reply,participatory_role
P,"This week's topic ""Tool exploration for different learning styles"" was very interesting. I have could realize what learning style i am and figured out what tips for the type. Before i read the resources, I thought I am visual learner. The visual learners are the biggest portion of all population (about 65%) and I am also included in there. Also the visual learners commonly use visual aids, such as  graphs or diagrams, to assist them in putting material into perspective However, after I read all the readings, I recognized that i am also  part of auditory learner. The sentences made me think that way was ""These learners commonly find they are best able to recall information after it has been spoken rather than through reading it."" I am usually very talkative and chatty when i study to memorize all information. I don't think I can change my learning style, but i think i can combine those learning styles. I chose some tips from for visual learners and for auditory learners which fit to my style, but I could not pick some from tactile/kinethetic learners. I can use  that combination for learning and i guess it would be much more effective than using only one style. Also I absolutely agree with Diaz and Cartnal said ""There are probably as many ways to teach as there are to learn."" The reason is there is no definite ways or regulation for both teaching and learnings. We can teach and be taught from everywhere, every time and every way. Lastly, my learning styles which are visual and auditory are perfectly fit with online learning, because the online learning community basically proceed through visual materials such as videos or pictures, and class learners need their opinion using not only typing but also any audio tools. ",0,3,0,1,0,0,0,0,0,0,Week 11,1,Influencer
I,"Hey P,I would agree, it would definitely be harder to change your learning style. I find visual aides helpful as well in helping me with learning. Straight up lecture often becomes repetitive and the materials become dry after it becomes too repetitive. Do you think there is a way that would help you improve in the other learning styles?  ",0,0,0,0,0,0,0,0,1,1,Week 11,0,Peripheral
E,"P,It sounds like looking through the readings helped you recognize some of your other learning strengths. Do you think providing more explicit input to learners (like this) as part of a class would help learners to figure out strategies of success for a given class?",0,0,0,0,0,1,0,0,1,0,Week 11,0,Leader
Q,I think that we can incorporate visual and auditory learning easily into our lessons. The challenge is to include tactile and kinesthetic learning. We may not feel it is compelling in online learning but it is necessary in a traditional classroom setting. Students move from class to class seated on student desks and cannot move until it is gym class or the teacher has included some movement in activities during the lesson. Thanks for sharing your thoughts P!Q,0,0,0,0,0,0,0,0,0,1,Week 11,0,Peripheral
G,"Do you think you can change your learning style?I don't think that we can consciously change our learning style, but the better we understand ourselves, the better we will be able to learn. We can make accommodations for ourselves and find ways to make delivered materials better suit how we learn. For example, when watching instructional videos, I frequently turn on the captions, as it's easier for me to process the info if I can read it. (I also do this when I watch TV, which used to drive my family nuts, but they have gradually adapted to it and now humor me. It helps to balance out the sound levels between programs and commercials!) It also makes me more aware of how many people forget to either check the captioning when they upload their videos. How can you use your learning style beneficially?I found the tips in the website and pdf to be very helpful. It's one thing to know you fall into a particular category, but without knowing what to do with that info, it can also not be helpful. Those tips bridge the gap. It can also help educators think about how to best structure their class and/or learning materials so they can be used by learners wherever they are at without the need for additional accommodations (this is starting to sound like universal design...) What do you think Diaz & Cartnal meant when they stated ""There are probably as many ways to teach as there are to learn?îThis seems like an important point to keep in mind, and for me, it's one of the most difficult! Many years ago, I was pressured into teaching a class of English-language learners. I tried to prepare some materials, but as I quickly found out, the adults who were in that class were all over the place in terms of their skill levels and what they needed. I was in way over my head, and felt that I was doing them an incredible disservice by being there. I'm sharing this story as it came into my mind when I was reading this article and thinking about the types of learners presented by the GRSLSS categories.What learning style do you most identify with, and does it fit with online learning?In one of my other grad courses, our instructor asked us to take a quiz which helped us to identify what types of learners we were. According to that quiz, I learn best by reading and writing. Those results corresponded to the categories in this week's resources - which labeled me as mostly a visual learner, although I have used some of the techniques/aides described for auditory learners. Online learning, at this time, seems to be best suited for visual and auditory learners. I expect that as it moves along, and more educators experiment with electronic pedagogy, affordances for kinesthetic learners will grow.As a side note, were others able to locate the quiz in the pdf? It noted on the bottom of pg. 4 that there was one, but I could not find it.",0,4,0,0,0,0,0,0,1,0,Week 11,1,Leader
R,"Hi G, thanks for sharing the quiz. I definitely will integrate it into my online course next time! http://www.vark-learn.com/english/page.asp?p=advice in this webpage, we can open and download pdf versions. Is this what you were looking for?",0,0,0,0,0,0,0,0,1,0,Week 11,0,Leader
F,"Hi, G,That quiz is exactly the one I found when I was wandering around this weekend looking for a learning-style quiz. I, like you, couldn't find the quiz mentioned on p. 4 of the PDF (I put a question in the question section), and I was curious. I found this quiz especially helpful because it invited me to check more than one box. I found that I almost always wanted to check more than one box. It made me think about our intro class and a discussion about reinforcing learning from different perspectives. I think it's useful to look at a concept from more than one angle--and to be asked to explain it to someone else, in speech, writing or demonstration (like tying the ties). If I can do that, I'm confident I've understood it. I inflict concepts new to me on my husband on a Regular basis, as I once did on my mother. I'd probably attempt to explain learning styles to my poodle, if no one else was near. My point is--I like that quiz.",0,0,0,0,0,0,0,0,0,1,Week 11,0,Influencer
O,"I don't think that we can consciously change our learning style, but the better we understand ourselves, the better we will be able to learn. I love that sentence - there are definitely things about ourself that we can't change, but the more we understand ourself, the better we can build on our strengths and find ways to handle our weaknesses.I also turn on the captions on videos! I don't think it helps me remember things any better, but I think getting the information in two formats helps me understand better. I think it's a matter of getting the information in two formats rather than just being a visual vs. auditory learner. Totally a great example of universal design :-)Maybe that's what we should strive for - designing to engage multiple senses during our lessons, rather than customizing lessons for one sense over another.",0,0,0,0,0,0,1,0,0,2,Week 11,1,Starter
S,"As far as changing one's learning style, I don't think so. Can you learn to build skills in another learning style? Very likely, but your underlying style will probably remain dominant. To make efficient use of your style, you could (inward-facing) review study materials in the format most conducive to your style, and (outwardly) deliver content to your students utilizing your skills in this way. Having said that, while I take in information best in visual form, I have a hard time ""drawing a picture"" for learners, as this requires hand-eye and/or artistic strengths, and I'm not a good artist. But I would likely favor images/videos to convey content to my students over an audio recording. I would have to make a conscious effort to choose methods that are less visual in nature.Diaz and Cartnal meant that people do not fit neatly into any one style of teaching or learning, that we are, by nature, very complex in the ways by which we interpret our world. And this is a good thing, as it leaves us open to all manner of experimentation!I am a visual learner with very good spatial reasoning (I married a man who is very intelligent, but lacking in spatial reasoning; so this is how I've come to realize this strength of mine). When using Mapquest, I choose the map of my destination, not the directions option, if I'm generally familiar with the area. If I see a map it helps me to ""place"" my destination within the surrounding area and I can see whether it's on the NE or SW corner of an intersection in my mind's eye, for example - for my husband, N-S-E-W mean nothing to him; he selects the ""directions"" feature.As I mentioned in my FlipGrid, I had trouble learning Spanish from a CD while driving, because I couldn't *see* how the word is spelled; and so, I didn't feel I was absorbing it into deep memory. Also, in bar/restaurant type places, I need to sit with my back to the t.v. so that it doesn't draw me in; it often prevents me from focusing on those I am with, and I don't listen well to them. My auditory skills are lacking - I find I can listen to audio books really well in the morning, but don't even try at day's end; same thing with avoiding taking an aerobics class in the evening - I don't follow directions too well at this time of day, especially if I need to stay ""in sync"" with the rest of the class ;)I think my visual learning style ""fits"" with online courses - my challenge is to remain focused in an online world so full of alternate options for learning. My curiosity can be my worst enemy in the online environment!",0,4,0,0,2,0,0,0,0,0,Week 11,1,Influencer
R,"Hi S, thanks for sharing your learning experiences! Interesting! Don't you think your curiosity could help you learn in various ways in online learning? I just feel that sometimes, I am lack of curiosity and this makes me experience less than others..",0,1,0,0,0,0,0,0,1,0,Week 11,0,Leader
S,"Hi R. Well, I recently had to introduce an internationally renown speaker at one of our dental courses, ad he graduated from a university in Lueven, Belgium - I was struggling with how to pronounce this city name correctly, and so was curious to know if the online dictionary would pronounce it for me; well, it did! And, as a result, the speaker was pretty impressed with his intro! So, for me, a curiosity about language has me now aware that, in this context, I am both visual and auditory; both are so essential when learning a language. Thanks for your reply here, R.",0,0,0,0,0,0,0,0,1,0,Week 11,0,Influencer
F,"S,I love your answer to the Diaz-Carnal question--it's what I was trying to say and didn't quite. Thanks! Also, my husband and I are the reverse: a like the step-by-step, and he's so good at spacial reasoning, he usually doesn't even need the map",0,0,0,0,0,0,0,0,0,1,Week 11,0,Influencer
G,"S,I chuckled when I read your description of the cardinal directions...that sounds exactly like some of the conversations I used to have with my mom. She would ask me what direction something was, and it always puzzled me. (unless the sun is rising or setting, who just knows what direction something inherently is??) Now I can say that I know someone who understands it :) I think now she has finally just given up me, lol.I have the same issues with learning languages - the words stick in my mind much better when I can see them. I think that's why languages that do not use the Roman alphabet are particularly challenging for me, as I don't have anything to connect them to...if that makes sense",0,0,0,0,0,0,0,0,0,2,Week 11,0,Leader
E,"G and S,One of the things that I was curious about when reflecting on the readings about learning styles is whether your learning style changes if you are learning in your native language versus a second language? In a course I had last term we took the Myers Briggs as part of the class. One of the members in my team was from not a native English speaker. He said that his personality preference changed depending on whether he was in his native language environment or English environment. Your discussion about learning languages made me wonder if language changes learning style preferences or actually magnifies them?",0,0,0,0,0,1,0,0,1,0,Week 11,0,Leader
G,"hmm..that's a good question. It makes sense that your personality may change. For example - if you are extroverted, chatty, outward-processing type person when using your native language, but you do not have a strong command of the second language, perhaps you would not be able to adequately express all those thoughts and may appear more quiet or introverted than you are in other situations. Or maybe those folks who are better at talking would learn the spoken second language better, so then they would still be chatting up a storm no matter where they are :) When I was learning French intensively, my strongest area was still in the written language. I enjoyed the conversation part (it felt freeing to just talk and not have to worry about spelling errors!), plus you could get immediate feedback from your conversation partner. But I was also thinking in the back of my mind ""how do I spell that?"" Particularly for all those darned irRegular verbs",0,0,0,0,0,0,0,0,1,0,Week 11,0,Leader
S,"Yes, G - I agree. I once had a Japanese exchange student offer to teach me all the Japanese characters during his year-long stay in the U.S. -  I took a subtle pass on this offer, as I didn't think I could ever make sense of it, and there are so many characters ;)",0,0,0,0,0,0,0,0,0,1,Week 11,0,Influencer
F,"Certainly, they're not very useful without the rest of the language....",0,0,0,0,0,0,0,0,0,1,Week 11,0,Influencer
L,"Hi S, I agree with you that I am also a visual learner.  Being able to see things clearly help me to be better learner. Online courses fit with my visual learning style also--and I enjoy being a part of online communities. Thanks!",0,0,0,0,0,0,0,0,0,1,Week 11,0,Peripheral
E,"a) Do you think you can change your learning style?I think that people have particular learning preferences but are capable of adapting these preferences to different learning situations.  I would think one of the strengths of instructing adult learners is that while they may know their preferred learning style, they may also have strategies for adapting to changing instruction and learning environments.b) How can you use your learning style beneficially?Recognizing what works best for yourself and under what conditions is important to getting the most learning out of any learning situation. I think it's also beneficial to know where you may not be as strong for a learning style. For example, I know that I am not great with lecture style learning. I've learned to take notes in ways that keep my own attention and that will help with recall later by thinking of relevance and utility examples during the lecture and organizing the notes in a visual way that will help my recall. what do you think Diaz & Cartnal meant when they stated ""There are probably as many ways to teach as there are to learnî in the Comparing Student Learning Styles in an Online Distance Learning Class and an Equivalent On-Campus Class article?if you are going to use a student-center learning approach and you recognize that students have many learning style preferences, you need to have many teaching strategies in your toolkit. I liked how they described the use of different types of learning style inventories ""to help them design ""creative mismatches"" where students can experience their less dominant learning style characteristics in a less threatening environment."" It seems like the most effective learning experiences I have had have been when I've had to take risks with different learning but where I felt that I could take those risks and not jeopardize the entire experience.d) What learning style do you most identify with of the 3 outlined in the article Understanding Your Learning Styles? Does your learning style fit with online learning? Just like any of the types of preference inventories, I do not neatly fit into one category. I am probably somewhere in the visual/kinesthetic learner and least in the auditory learner. It looks like online learning could encompass activities that fit into all three of these learning preferences so yes, I think my style could fit in online learning. The ability to practice, visual learning aids, and hands on practice can all be part of an online learning experience.Also, Here is a link to the article I mentioned in my flipgrid that argues that there is no credible evidence that different learning styles exist:The Myth of Learning Styles(shout out of thanks to F for pointing out that I had put this link on the tech tools discussion where not as many others would see it)",0,4,0,0,0,0,0,0,1,0,Week 11,1,Leader
J,"E, I like that you stated ""I think it's also beneficial to know where you may not be as strong for a learning style."" I think this is a very important point to understand your strengths as a learner but also understanding where you may struggle. It is important as learners that we know how we can work through these difficulties in a class and what we can do to improve so we can the best learning experience as possible! Thanks for your post",0,0,0,0,0,0,0,0,0,1,Week 11,0,Mediator
R,"E, thanks so much for sharing this article, which is in consistent with my thoughts. ""Students differ in their abilities, interests, and background knowledge, but not in their learning styles. Students may have preferences about how to learn, but no evidence suggests that catering to those preferences will lead to better learning. As college educators, we should apply this to the classroom by continuing to present information in the most appropriate manner for our content and for the level of prior knowledge, ability, and interests of that particular set of students."" I agree that there are many factors we instructors should take into consideration, such as students' prior knowledge, ability, interests",0,0,0,0,0,0,0,0,0,1,Week 11,0,Leader
F,"Hi, E,It's a very thought-provoking article. I like the way it takes apart the theory into the pieces the authors agree with and the ones they see no basis for. They make a compelling argument. I haven't read enough to evaluate it, but it's definitely worth looking at",0,0,0,0,0,1,0,0,0,0,Week 11,0,Influencer
G,"I like the use of Dweck's mindset to describe the utility of learning theories...that was going through my mind when I was composing my answer. I like to think that we are able to grow and adapt in how we learn, but I still lean a little bit towards (S's?) response which mentioned that our underlying style will always be present. (apologies if it was not S who wrote that).I wonder if the reason why there's no credible evidence that learning styles exist is that we cannot design a study to measure it. On a somewhat related note, I took several classes that dealt with student development theories. Ultimately, they all ended up sounding remarkably similar after a while, and there was a great deal of debunking those theories as well during our class discussion",0,0,0,0,0,0,0,0,0,1,Week 11,0,Leader
E,"G,I also was thinking about Carol Dweck's ideas. It seems like the complexity of learning styles may make it difficult to capture in a traditional study (RCT approach).",0,0,0,0,0,0,0,0,0,1,Week 11,0,Leader
D,"Do you think you can change your learning style?Yes, I do believe it is possible for us to change learning style. The gene decides oneês dominant sensory organ, and therefore paramount learning style. Also, effects from environment, peers, and life events in childhood may impact, and even reshape, oneês learning style. Once grown up, when overlooks on the world, life and values are set, oneês learning style probably is also shaped. Then we just follow the learning style which we are accustomed to and feel confortable with. However, there is still possibility of changing learning style if you would like to.How can you use your learning style beneficially?I was not quite sure which one I belongs to, some descriptions look like me in all these three. So I took a learning style quiz online, and the result is Iêm 25% auditory, 35% visual, and 40% tactile. I am a tactile learner! I prefer paper-book to e-book, for I like the sense of flipping over pages, and I also take notes and use highlighters to mark while reading. Hand-on activities are my favorite, so when I learn something new, Iêm gonna try it out, e.g. build concept maps.What do you think Diaz & Cartnal meant when they stated ""There are probably as many ways to teach as there are to learnî in the Comparing Student Learning Styles in an Online Distance Learning Class and an Equivalent On-Campus Class article?As article Understanding Your Learning Styles mentioned, no two people are exactly the same and no two people learn in exactly the same manner. Thus, every learner in the world has his/her own way to learn. Auditory, visual, and kinesthetic learning styles are the most common three that have been recognized and studied, and thereêre uncountable minority learning styles out there. How many people there means how many ways to learn exist, and how many ways to learn exist mean how many ways to teach could be. You can see my quiz result above, 25% auditory + 35% visual + 40% tactile = Iêm a kinesthetic learner, however, those who are also kinesthetic learners might hold different percentage points with me, and therefore different ways to learn. What learning style do you most identify with of the 3 outlined in the article Understanding Your Learning Styles? Does your learning style fit with online learning?As for online learning, I think my learning style still fit here. A lot of online activities are visual and auditory, so I just use visual and auditory parts of my learning style to facilitate my study. I like pictures, charts, diagrams these visual stuff to help me understand and memorize, also I enjoy listening to lectures which is more comfy compared with reading. And once thereês a hand-on activity Iêll be happy to do it.",0,4,0,0,0,0,0,0,0,0,Week 11,1,Regular
K,"D,I see that you have a little bit of everything in you which is a good thing.Taking notes with highlighter to mark important information is something I see commonly done. My friend used to summarize the page and put it on a sticky note and then post it into the textbook, which I thought was an interesting way of taking notes as well. Everyone does something that works for them. How would you advise your friend to learn if they are having a hard time learning?",0,0,0,0,0,1,0,0,1,0,Week 11,0,Peripheral
M,"Hi D,I took the quiz too and I had pretty similar results.  That is, I did not have an overwhelming preference for any one of the styles.  It made me really think about this week's question about can learning styles change.  I cannot help but thing for me that they have changed over time.  If you asked me this question when I was 18, I know for sure I'd have a different answer.I'm with you on the flipping pages of a book.  I also prefer to read the newspaper in hard copy.  There's something about hearing the newspaper move when you hold it up in front of you to straighten it out to fold.  I also just like the weight in my hands",0,0,0,0,0,0,0,0,0,1,Week 11,0,Starter
L,"Do you think you can change your learning style?I think that one's initial learning style is hardwired and will not change.  I think as time passes and one gain's many additional experiences with different learning styles one can adapt and prefer many styles (I don't think one can necessarily completely change styles).  For me personally, my preferred learning style is a mixture of all three learning styles (visual, auditory and kinesthetic).  I am unable to place where my learning style is directly because all three seem to fit how I prefer to learn.How can you use your learning style beneficially?It is important to understand the advantages and challenges of a learning style--in order to know what is beneficial and works for a person.  Communication between teachers and students is crucial in regards to learning styles because if perhaps a student does not learn well visually, it's important for the teacher to notice challenges as this and important for student to be vocal about their learning concerns. What do you think Diaz & Cartnal meant when they stated ""There are probably as many ways to teach as there are to learnî in the Comparing Student Learning Styles in an Online Distance Learning Class and an Equivalent On-Campus Class article.I think what Diaz and Cartnal meant by their statement was that individuals it is hard to pin down a specific learning style.  There are endless amounts of ways and activities that help us learn, and the way we learn depends on the specific person's experiences and preferences.What learning style do you most identify with of the 3 outlined in the article Understanding Your Learning Styles? Does your learning style fit with online learning?I believe that I am a mix of all three learning styles--but if I had choose I would pick visual.  I do think that the visual learning style does fit well with an online learning community because we read often online, complete visual flipgrid videos, watch online videos and complete/read concept maps.  I think this is why I enjoy online classes and exceed using technology as a whole",0,4,0,0,0,0,0,0,0,0,Week 11,1,Peripheral
K,"L, You bring out several great points. One thing that you mentioned was that it's important to understand your learning style. If you were an instructor and you were splitting students up based on learning styles, how would you go about splitting up the students? I think your interpretation of Diaz and Cartnal's quote was right on. I agree with your interpretation of it. ",0,0,0,0,0,0,1,0,0,1,Week 11,0,Peripheral
J,"Hi L, I also liked what you said about the Diaz and Cartnal article. I think it is hard to pin down a specific learning style and there are endless amount of ways and activities for us to learn. I also think that different subjects may cause people to learn differently. I also agree with you that visual style learning does fit well into an online learning community because we often have to do readings and even our discussions have to be read and not talked out",0,0,0,0,0,0,0,0,0,1,Week 11,0,Mediator
N,"After reading all of the articles, I am still not sure they really capture my learning style quite well. I learn best by listening to lectures presented by someone who knows her or his material well enough to teach it. I like to go over materials that I can apply to my professional life immediately. I think I am a visual learner, but I do not ""make concept maps or outlines"" as the first article suggests. In that sense, my learning style doesn't fit quite well with an online learning environment with a tremendous amount of group work, or one that uses a constructivist teaching approach.i agree that a person can change her learning style. For example, I won't have ever learned how to drive a car just by listening to lectures. I had to drive the car, make mistakes and correct them as I went along. The same is true of learning computer, and as in the ""old days"", office machines such as calculators. In sum, I would say that for me certain subjects I prefer lectures, while for others I would use a kinesthetic learning style.Knowing your learning style can be beneficial when the course instructor knows how you learn and is flexible enough to use different teaching approaches. That can be quite challenging for the professor, but it is equally difficult for a student who has to adopt himself to a different learning style. It should be possible for both the student and the teacher to make adjustment in learning styles for true learning to occur for the benefit of the student",0,2,0,0,0,0,0,0,0,1,Week 11,1,Peripheral
E,"N, you bring up a great example of where the content and the goals of the learning (like learning to drive) drive the type of teaching/learning approach that is needed. My poor engineering father tried to write up an instruction sheet for me to learn how to not choke the car when I was putting it into 1st gear. But it took my mother making me try it over and over to get a feel for what to do with my feet on clutch and gas to figure it out. I think it had less to do with my learning style preference (where usually instructions like that worked great) and more with the goal of the instruction",0,0,0,0,0,0,0,0,0,1,Week 11,0,Leader
O,"N, I think you make a good point that there are some thing you just can't learn in one way - I would be terrified to drive on a road where everyone learned to drive by reading about it :-) Putting on makeup is also something you have to learn by actually doing physically! haha. But of course, most of the information in our world is visual and auditory, so really what that means is we all have to be able to learn in all three styles.",0,0,0,0,0,0,0,0,0,1,Week 11,0,Starter
H,"N,Great example,  As my son is learning to drive :)As people get a sense of their learning style, it is just as important to be able to learn how to adapt to other styles.  I know it was a challenge for me to adapt to online learning from face to face but over time and help with instructors adapting lessons I was able to really enjoy online learning.  So even though I have not changed my learning style, but I have learned to use all three best I can",0,0,0,0,0,0,0,0,0,1,Week 11,0,Starter
T,"Do you think you can change your learning style?I am not sure you can completely change your learning style from one to another, but instead build a competency in the other recognized learning styles. As I read through the lists of characteristics for each of the learning styles, I definitely associate the most with a visual learner as a student. However as a teacher, my education and years of instruction have forced me to focus on those areas in which I am not as strong and build those competencies. As I thought about myself as a learner now, I am the product of many hours in the classroom, both learning and teaching. These opportunities have pushed me to develop and grow in the areas of auditory learning and even kinesthetic learning in our activities in my pottery class. Many people mentioned muscle memory in their flipgrid conversations, and the application is very apparent when working with art materials. The motion of a pencil, the direction of a paintbrush, and what clay does when you do this or that.How can you use your learning style beneficially?I think that the biggest benefit for me has been understanding the distractions that being a visual learner has created for me. I have a hard time focusing on things when the tv is on and I must disconnect myself from any loud noises if I am required to read anything that might take some serious concentration. If I am able to do that I know that I can focus better and the material always seems to make more sense. Looking at avoiding distractions is simply one side, but many of the suggestions that were recommended are things that I have never really thought about and might be helpful for me to explore in the future whether it is myself or examining students and designing curriculum.What do you think Diaz & Cartnal meant when they stated ""There are probably as many ways to teach as there are to learnî in the Comparing Student Learning Styles in an Online Distance Learning Class and an Equivalent On-Campus Class article.If I were to take a quick poll of my students in relation to learning styles and the percentage of each one they associated with, my prediction would be that no two students match each other. Understanding this discrepency in student learning styles is so crucial when designing assessments or delivery of knowledge. I usually try to spread my resources to support students across the spectrum with demonstrations, auditory explanations, recorded video supports and written instructions.What learning style do you most identify with of the 3 outlined in the article Understanding Your Learning Styles? Does your learning style fit with online learning?I would have to say that although I mostly associate with the visual learners, I can't help but feel that in my quest to understand other perspectives and learning styles,  components of auditory learning resonate with me as well. As I was working through a Research Methods class, I found myself reading the textbook out loud so I could focus on text and comprehend this foreign material. I love words, writing, and spelling errors drive me crazy, although somehow I am not qualified to bring notice to them in my student's eyes as I am an ""art teacher"" and not an english teacher. Absolute silence is usually worse than if there are twenty people all talking at once for me and I played two instruments and sang in multiple choirs in high school and college. I had a really hard time identifying with one learning style, but again, I have to consider my career as a means of transforming my weaker areas into areas of strength. Bringing this back to online learning, once I can create an workspace free from distractions, I feel that my learning style has allowed me to flourish in an online forum.",0,4,1,0,0,0,0,0,0,1,Week 11,1,Peripheral
N,"Thanks for an excellent post, T. Yes, although a person cannot completely change their learning style, I think it is possible to use the other styles depending on the context. As you have aptly stated, you use one style as a student and another as a teacher. Indeed, I think it is even necessary to change learning styles depending on the subject you are learning. As I pointed out in my post, I use a visual learning style when I am learning courses that are in the humanities, but for courses such as accounting and finance (that require hands-on practice) I tend to use both visual and kinesthetic learing learning styles. The struggle some of us are having with the theory of learning styles is that the writers tend to describe them in rigid categories. They should probably be seen as a continuum",0,0,0,0,0,0,0,0,0,1,Week 11,0,Peripheral
L,Hi T!I agree with you that one can definitely adapt to multiple learning styles.  I also am similar to you in that I am a visual learner. I was involved in choir and played musical instruments and it comes natural for me to see in a visual (artistic) type of way. Thanks,0,0,0,0,0,0,0,0,0,1,Week 11,0,Peripheral
B,"T thank you for the nice post- you really had thoughtful honest answers and you could tell that you have really taken a closer look at yourself as well as the other learners that you affect.I am a teacher as well and I think that it is important to be sure to cover all learners as best you can.  I often find that I teach in the learning style that works for me as this makes sense, however you need to be mindful of the other methods and learning styles to be sure that all people are able to connect with the material.",0,0,0,0,0,1,1,0,0,0,Week 11,0,Regular
Q,"a) Do you think you can change your learning style?I think that I can adapt to different learning styles some a bit easier than others. An example would be participating in a lead role in a play for history class.b) How can you use your learning style beneficially?I know my strengths and weaknesses in my learning style inventory so I can focus on improving the learning styles that are out of my comfort zone. I can utilize my strengths in content areas that use my style the most.c) What do you think Diaz & Cartnal meant when they stated ""There are probably as many ways to teach as there are to learnî in the Comparing Student Learning Styles in an Online Distance Learning Class and an Equivalent On-Campus Class article.I think that they meant that diversity is a part of our lives. We learn under conditions with various motivations and perspectives of the world. The place, time and culture do matter in teaching and learning. Not all cultures and sub-groups within them can learn in the same manner. what works with one may not work with another so well. Teaching and learning is not ""one size fits all"".d) What learning style do you most identify with of the 3 outlined in the article Understanding Your Learning Styles? Does your learning style fit with online learning?I am an auditory learner and my classes have to be quiet when I am listening. I do not like disruptions that are unnecessary. Online learning includes auditory and visual learning that are my favorites. As a teacher my classroom has to be really quiet when students are focused on work or when I am instructing the class. My students find that rather different but my learning style and culture impacts the way I teach.I find it hard to adapt to kinesthetic or tactile and in my family my daughter favors them as her style of learning.",0,4,1,0,0,0,0,0,0,0,Week 11,1,Peripheral
I,"Q,I think your way of changing your learning style is a great approach at trying to change your learning style by doing something different in class. Taking a step out of one's comfort zone is definitely challenging, but one small contribution at a time always helps as well. The good thing is, if you are wrong, you will remember why you were wrong. How would you help a kinesthetic learner when it comes to teaching?",0,0,0,0,0,0,0,1,1,1,Week 11,0,Peripheral
R,"I have chosen complexity under the category - University. _The Welsh scholar Dave Snowden proposed cynefin complexity framework to describe a perspective on the evolutionary nature of complex systems, including their inherent uncertainty. I am interested in complexity system because I think educational system itself is a complexity system.In complexity theory an organism senses and responds to its environment, thereby changing its environment, which changes the organism again, so that the organism reacts to, and thereby _ proactively _ changes, its environment; the process, in iterating itself, produces dynamic and continuous change recursively (Stewart, 1991). _And Educational systems, institutions and practices exhibit many features of complex adaptive systems, being dynamical and emergent, sometimes unpredictable, non-linear organizations operating in unpredictable and changing external environments.The cynefin complexity framework provides a typology of contexts that guides what sort of explanations or solutions might apply. It draws on research into complex adaptive systems theory, cognitive science, anthropology, and narrative patterns, as well as evolutionary psychology, to describe problems, situations, and systems. It ""explores the relationship between man, experience, and context""and proposes new approaches to communication, decision-making, policy-making, and knowledge management in complex social environments.Educators can use this framework to evaluate the learning system or learning community. Educators and other stakeholders can use it to do knowledge management, which refers to a multi-disciplined approach to achieving organisational objectives by making the best use of knowledge. It can also be used by software developer to evaluate the quality of products. It align with the key characteristics as followings: it has real-world relevance and provides the opportunity for both instructors and students to making best use of knowledge. In this process, instructors and students have opportunities to collaborate and interact with each other.",1,0,1,0,0,0,0,0,0,0,Week 12,1,Mediator
A,"Hi R,Thank you for your discussion of complexity theory. It really is an interesting concept.",0,0,0,0,0,1,0,0,0,0,Week 12,0,Peripheral
F,"R, Wow. I had never considered complexity theory in relation to education, but I can see how educational systems could be seen through that lens. Fascinating!",0,0,0,0,0,1,0,0,0,0,Week 12,0,Leader
O,"Interesting...I think anything with enough people involved inherently becomes ""complex"" and maybe even unstable in a way because of that ""human"" element - we are each so complicated on our own that to make systems of people is just an incredible amount of complexity. I was thinking about this in terms of a company where you have a bunch of defined job roles, but how and what actual work gets done depends widely on the traits of the specific people who fill those roles. Than,s for introducing this concept, R!",0,0,0,0,0,0,1,0,0,1,Week 12,0,Influencer
N,"Wow! You (R) have taken a complex subject and explained it ways that someone without background in complex systems can understand. I remember now that in my MBA days there was discussions about closed systems, chaos theory, etc. It was an emerging thought then that management should not be understood as mechanistic, rational theory since human beings were involved. Classical management thought posits the five functions of management: planning, organizing, staffing, leading, and controlling. Henri Fayoul, the father of classical management thought, held that once managers perform these functions an organization's objectives would be achieved. I found it interesting that your post represents another approach to achieving organizational objectives without the long-held approach to management.",0,0,0,0,0,0,0,0,0,1,Week 12,0,Peripheral
O,"Honestly, I thought the lessonpaths.com was a really cool find in itself! I love that you can collect specific ""playlists"" that include videos, websites and other content,, organize them into a specific order, and make them publicly available to other people.One tool/website that's been really interesting for me is codeacademy.com. It's been very helpful in my career to gain technical skills to be able to work with LMSs on a more widespread and technical level. So, in terms of the key characteristics of successful learning, it definitely has real-world relevance. I think learning the basics behind web design and development is going to become more and more important for lots of people to understand, and there are a lot of young people interested in it!Codeacademy also does a great job in two other indicators of authentic learning in that it definitely allows for diverse outcomes, and learners can create polished projects. As you are learning about HTML, CSS, etc, the site actually teaches you to build projects, such as webpages, step by step. Although there are certain things you code has to have in order to work, you can be very creative in how you design a webpage, and one student's project could look entirely different from others.Codeacademy is set up as a series of tutorials where you can pick and choose which projects/skills you want to work on next. A neat feature of the site is that you can create your own tutorials to teach users of the site about how to create a project you designed, or a skill that you specialize in. This could be an interesting assignment for students to not only learn a little about web languages, but they can create a lesson to teach others. This fits with the ""provide opportunities for students to examine tasks from different perspectives"" authentic learning indicator.However, the way this learning tool is currently, it's not as strong with creating opportunities for collaboration, or integrating multiple subject areas. Both can definitely be done with the site (you could work on a project with a classmate, or create a website about an outside subject you are interested in), but you would have to structure in additional requirements to make that happen!",1,2,2,0,0,0,0,0,0,1,Week 12,1,Influencer
